"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"21/04/2003","72,00","72,86","72,94","71,87","","-1,04%"
"18/04/2003","72,75","72,92","72,93","72,75","","-0,15%"
"17/04/2003","72,86","73,59","73,92","72,78","","-0,98%"
"16/04/2003","73,58","73,47","73,78","72,95","","0,13%"
"15/04/2003","73,49","73,53","73,68","73,13","","-0,07%"
"14/04/2003","73,54","73,60","73,78","73,22","","-0,10%"
"11/04/2003","73,61","73,95","74,09","73,37","","-0,47%"
"10/04/2003","73,96","73,78","74,29","73,63","","0,25%"
"09/04/2003","73,78","74,09","74,16","73,42","","-0,31%"
"08/04/2003","74,01","74,12","74,36","73,81","","-0,23%"
"07/04/2003","74,18","73,86","74,21","73,44","","0,12%"
"04/04/2003","74,08","74,45","74,58","73,94","","-0,45%"
"03/04/2003","74,42","74,62","75,07","74,27","","-0,33%"
"02/04/2003","74,66","75,24","75,48","74,44","","-0,74%"
"01/04/2003","75,22","75,38","75,53","74,92","","-0,30%"
"31/03/2003","75,44","74,23","75,50","74,04","","1,52%"
"28/03/2003","74,31","74,13","74,53","73,82","","0,25%"
"27/03/2003","74,12","74,24","74,57","74,07","","-0,10%"
"26/03/2003","74,19","74,04","74,39","73,93","","0,20%"
"25/03/2003","74,04","74,06","74,87","73,98","","0,03%"
"24/03/2003","74,02","74,08","74,33","73,88","","0,30%"
"21/03/2003","73,80","74,90","75,16","73,53","","-1,45%"
"20/03/2003","74,89","75,31","76,13","74,78","","-0,61%"
"19/03/2003","75,35","76,01","76,57","75,24","","-0,84%"
"18/03/2003","75,99","75,62","76,20","75,33","","0,51%"
"17/03/2003","75,61","75,43","76,24","75,40","","0,34%"
"14/03/2003","75,35","74,99","75,49","74,93","","0,45%"
"13/03/2003","75,02","75,75","75,75","74,92","","-0,99%"
"12/03/2003","75,77","75,81","75,93","75,53","","-0,05%"
"11/03/2003","75,81","76,00","76,11","75,68","","-0,23%"
"10/03/2003","75,98","75,81","76,28","75,78","","0,17%"
"07/03/2003","75,86","75,51","76,30","75,41","","0,53%"
"06/03/2003","75,46","75,32","75,76","75,24","","0,15%"
"05/03/2003","75,35","74,76","75,65","74,74","","0,70%"
"04/03/2003","74,83","75,51","75,60","74,66","","-0,91%"
"03/03/2003","75,52","75,10","75,82","75,05","","0,47%"
"28/02/2003","75,17","75,57","75,67","75,06","","-0,60%"
"27/02/2003","75,62","75,87","76,12","75,46","","-0,36%"
"26/02/2003","75,89","75,73","75,89","75,49","","0,20%"
"25/02/2003","75,74","75,37","75,94","75,17","","0,45%"
"24/02/2003","75,40","74,89","75,60","74,87","","0,46%"
"21/02/2003","75,06","74,67","75,36","74,61","","0,49%"
"20/02/2003","74,69","74,74","74,85","74,35","","-0,03%"
"19/02/2003","74,71","74,55","74,84","74,41","","0,20%"
"18/02/2003","74,56","73,98","74,76","73,88","","0,68%"
"17/02/2003","74,06","74,17","74,24","73,78","","-0,04%"
"14/02/2003","74,08","74,12","74,31","73,76","","0,02%"
"13/02/2003","74,07","73,75","74,35","73,70","","0,30%"
"12/02/2003","73,84","73,98","74,33","73,69","","-0,18%"
"11/02/2003","73,98","73,00","74,05","72,93","","1,29%"
"10/02/2003","73,04","73,64","73,87","72,92","","-0,89%"
"07/02/2003","73,70","74,00","74,11","73,60","","-0,40%"
"06/02/2003","73,99","73,80","74,15","73,66","","0,27%"
"05/02/2003","73,79","74,07","74,43","73,62","","-0,33%"
"04/02/2003","74,04","73,80","74,10","73,52","","0,36%"
"03/02/2003","73,77","74,02","74,08","73,41","","-0,23%"
"31/01/2003","73,94","74,44","74,66","73,81","","-0,71%"
"30/01/2003","74,46","74,67","74,94","74,17","","-0,25%"
"29/01/2003","74,65","74,58","75,03","74,35","","0,15%"
"28/01/2003","74,55","75,00","75,11","74,38","","-0,73%"
"27/01/2003","75,09","75,42","75,63","74,50","","-0,47%"
"24/01/2003","75,45","75,18","75,62","75,15","","0,31%"
"23/01/2003","75,22","74,84","75,50","74,51","","0,61%"
"22/01/2003","74,77","75,09","75,29","74,63","","-0,38%"
"21/01/2003","75,05","75,11","75,16","74,46","","-0,14%"
"20/01/2003","75,15","75,13","75,22","74,93","","-0,14%"
"17/01/2003","75,25","75,13","75,49","74,99","","0,20%"
"16/01/2003","75,11","74,97","75,30","74,73","","0,16%"
"15/01/2003","74,99","75,07","75,25","74,75","","-0,11%"
"14/01/2003","75,07","74,59","75,45","74,19","","0,64%"
"13/01/2003","74,60","74,75","74,87","74,24","","-0,16%"
"10/01/2003","74,72","74,84","74,87","74,38","","-0,15%"
"09/01/2003","74,83","74,94","75,22","74,64","","-0,18%"
"08/01/2003","74,96","73,99","75,23","73,95","","1,29%"
"07/01/2003","74,01","74,92","75,01","73,90","","-1,23%"
"06/01/2003","74,93","74,44","75,33","74,38","","0,62%"
"03/01/2003","74,46","74,21","74,59","73,96","","0,32%"
"02/01/2003","74,22","75,27","75,68","74,12","","-1,37%"
"31/12/2002","75,25","75,41","75,51","75,14","","-0,20%"
"30/12/2002","75,40","74,31","75,56","74,19","","1,49%"
"27/12/2002","74,30","74,07","74,34","73,92","","0,32%"
"26/12/2002","74,06","73,88","74,07","73,83","","0,27%"
"25/12/2002","73,86","73,91","73,97","73,76","","0,00%"
"24/12/2002","73,86","73,82","74,08","73,71","","0,08%"
"23/12/2002","73,80","73,83","74,06","73,43","","0,05%"
"20/12/2002","73,77","73,76","73,82","73,37","","-0,05%"
"19/12/2002","73,81","73,36","73,91","73,05","","0,63%"
"18/12/2002","73,34","73,17","73,86","72,91","","0,24%"
"17/12/2002","73,17","72,58","73,82","72,49","","0,80%"
"16/12/2002","72,59","73,52","73,63","72,50","","-1,37%"
"13/12/2002","73,60","72,22","73,71","72,11","","1,90%"
"12/12/2002","72,23","71,81","72,37","71,65","","0,59%"
"11/12/2002","71,80","72,42","72,65","71,78","","-0,85%"
"10/12/2002","72,42","72,63","72,84","72,37","","-0,31%"
"09/12/2002","72,64","72,77","73,23","72,54","","-0,10%"
"06/12/2002","72,72","71,95","73,53","71,57","","1,05%"
"05/12/2002","71,96","72,06","72,21","71,44","","-0,21%"
"04/12/2002","72,11","72,02","72,30","71,78","","0,10%"
"03/12/2002","72,04","72,01","72,30","71,89","","0,04%"
"02/12/2002","72,01","73,15","73,20","71,70","","-1,59%"
"29/11/2002","73,18","73,44","73,51","73,03","","-0,39%"
"28/11/2002","73,46","72,99","73,62","72,91","","0,68%"
"27/11/2002","72,96","73,80","74,00","72,90","","-1,12%"
"26/11/2002","73,79","73,42","73,91","73,35","","0,48%"
"25/11/2002","73,44","72,97","73,67","72,83","","0,53%"
"22/11/2002","73,05","73,49","73,54","72,42","","-0,58%"
"21/11/2002","73,48","73,10","74,01","72,99","","0,57%"
"20/11/2002","73,06","73,19","73,39","73,05","","-0,24%"
"19/11/2002","73,24","74,25","74,37","73,14","","-1,37%"
"18/11/2002","74,26","74,89","74,99","74,08","","-0,81%"
"15/11/2002","74,87","74,80","75,01","74,59","","0,09%"
"14/11/2002","74,80","75,28","75,42","74,78","","-0,61%"
"13/11/2002","75,26","75,73","75,86","75,12","","-0,59%"
"12/11/2002","75,71","76,41","76,75","75,63","","-0,92%"
"11/11/2002","76,41","76,68","76,75","74,45","","-0,35%"
"08/11/2002","76,68","75,91","76,85","73,93","","1,03%"
"07/11/2002","75,90","75,62","75,95","75,42","","0,47%"
"06/11/2002","75,55","75,50","75,69","75,08","","0,08%"
"05/11/2002","75,49","75,36","75,80","75,29","","0,19%"
"04/11/2002","75,34","75,46","75,49","75,10","","-0,14%"
"01/11/2002","75,45","75,31","75,80","74,99","","0,17%"
"31/10/2002","75,32","74,99","75,45","74,83","","0,42%"
"30/10/2002","75,00","74,69","75,30","74,63","","0,43%"
"29/10/2002","74,68","74,56","75,24","74,44","","0,14%"
"28/10/2002","74,57","74,07","74,66","73,69","","0,77%"
"25/10/2002","74,00","73,99","74,76","73,86","","-0,01%"
"24/10/2002","74,01","73,88","74,33","73,73","","0,14%"
"23/10/2002","73,90","73,41","74,36","73,25","","0,67%"
"22/10/2002","73,41","73,56","74,37","72,33","","-0,19%"
"21/10/2002","73,56","73,42","73,87","73,26","","0,26%"
"18/10/2002","73,36","73,15","73,77","71,51","","0,30%"
"17/10/2002","73,15","73,77","74,30","72,44","","-0,90%"
"16/10/2002","73,81","74,39","74,47","73,73","","-0,81%"
"15/10/2002","74,41","74,78","75,34","74,18","","-0,51%"
"14/10/2002","74,79","72,55","75,47","72,55","","3,13%"
"11/10/2002","72,53","72,73","72,92","72,26","","-0,36%"
"10/10/2002","72,79","72,91","73,10","72,70","","-0,18%"
"09/10/2002","72,91","72,42","73,02","72,23","","0,80%"
"08/10/2002","72,34","72,48","72,69","72,18","","-0,16%"
"07/10/2002","72,45","73,09","73,21","72,38","","-0,88%"
"04/10/2002","73,10","73,48","73,65","73,03","","-0,47%"
"03/10/2002","73,44","73,22","73,65","73,13","","0,37%"
"02/10/2002","73,17","73,33","73,46","72,91","","-0,30%"
"01/10/2002","73,39","73,90","73,97","73,22","","-0,61%"
"30/09/2002","73,84","73,51","74,38","73,36","","0,35%"
"27/09/2002","73,59","73,76","73,79","73,13","","-0,22%"
"26/09/2002","73,75","73,23","73,88","73,14","","0,73%"
"25/09/2002","73,22","73,30","73,72","73,08","","-0,02%"
"24/09/2002","73,24","73,21","73,48","73,07","","0,07%"
"23/09/2002","73,19","73,04","73,87","72,97","","0,04%"
"20/09/2002","73,16","74,10","74,20","72,91","","-1,23%"
"19/09/2002","74,07","74,02","74,46","73,69","","0,07%"
"18/09/2002","74,02","74,12","74,33","73,09","","-0,27%"
"17/09/2002","74,22","73,56","74,25","73,27","","0,90%"
"16/09/2002","73,56","73,67","74,29","73,33","","-0,21%"
"13/09/2002","73,71","74,27","74,77","73,31","","-0,75%"
"12/09/2002","74,27","73,89","74,36","73,75","","0,54%"
"11/09/2002","73,87","73,97","74,30","73,59","","-0,10%"
"10/09/2002","73,94","74,54","74,94","73,75","","-0,04%"
"09/09/2002","73,97","74,68","75,34","73,78","","-0,91%"
"06/09/2002","74,66","74,85","75,42","74,44","","-0,21%"
"05/09/2002","74,81","74,99","76,06","74,69","","-0,24%"
"04/09/2002","74,99","75,48","75,56","74,73","","-0,64%"
"03/09/2002","75,48","74,88","75,65","74,75","","0,85%"
"02/09/2002","74,84","74,65","74,99","74,47","","0,16%"
"30/08/2002","74,72","74,89","75,24","74,48","","-0,28%"
"29/08/2002","74,93","74,64","75,47","74,50","","0,30%"
"28/08/2002","74,71","75,01","75,33","74,67","","-0,45%"
"27/08/2002","75,05","74,48","75,22","74,38","","0,76%"
"26/08/2002","74,48","74,20","74,72","74,20","","0,39%"
"23/08/2002","74,19","73,78","74,31","73,58","","0,65%"
"22/08/2002","73,71","74,66","74,69","73,62","","-1,27%"
"21/08/2002","74,66","74,35","74,99","74,35","","0,46%"
"20/08/2002","74,32","74,50","74,71","74,10","","-0,23%"
"19/08/2002","74,49","74,84","74,96","74,42","","-0,47%"
"16/08/2002","74,83","75,38","75,47","74,71","","-0,73%"
"15/08/2002","75,38","74,46","75,69","74,44","","1,16%"
"14/08/2002","74,52","75,05","75,70","74,41","","-0,51%"
"13/08/2002","74,90","74,31","74,95","73,77","","0,79%"
"12/08/2002","74,32","74,38","74,69","73,36","","-0,08%"
"09/08/2002","74,38","74,07","74,49","73,69","","0,39%"
"08/08/2002","74,09","75,23","75,64","73,98","","-1,59%"
"07/08/2002","75,28","75,14","75,41","74,86","","0,18%"
"06/08/2002","75,15","75,87","76,47","74,86","","-0,94%"
"05/08/2002","75,86","76,22","76,52","75,78","","-0,43%"
"02/08/2002","76,19","76,76","77,11","75,87","","-0,63%"
"01/08/2002","76,67","75,55","76,88","75,25","","1,55%"
"31/07/2002","75,50","75,64","76,74","75,21","","-0,20%"
"30/07/2002","75,66","77,10","77,18","75,64","","-1,86%"
"29/07/2002","77,09","76,80","77,89","75,34","","0,28%"
"26/07/2002","76,87","77,16","77,90","76,38","","-0,45%"
"25/07/2002","77,22","77,56","77,73","76,69","","-0,40%"
"24/07/2002","77,54","76,49","78,10","76,21","","1,34%"
"23/07/2002","76,51","75,74","76,78","74,98","","1,02%"
"22/07/2002","75,74","75,49","77,16","75,26","","0,31%"
"19/07/2002","75,51","75,67","77,17","74,94","","-0,11%"
"18/07/2002","75,59","76,92","77,47","75,13","","-1,74%"
"17/07/2002","76,93","77,95","78,01","76,24","","-1,31%"
"16/07/2002","77,95","77,71","78,22","75,47","","0,38%"
"15/07/2002","77,66","77,44","78,17","76,97","","0,06%"
"12/07/2002","77,61","77,74","78,33","74,97","","-0,27%"
"11/07/2002","77,82","75,64","78,19","74,58","","2,89%"
"10/07/2002","75,63","75,33","75,81","75,11","","0,37%"
"09/07/2002","75,35","75,04","75,59","74,33","","0,33%"
"08/07/2002","75,10","73,68","75,14","73,53","","2,24%"
"05/07/2002","73,45","73,66","73,79","73,04","","-0,27%"
"04/07/2002","73,65","74,73","74,74","73,13","","-1,48%"
"03/07/2002","74,76","73,30","74,84","72,98","","1,95%"
"02/07/2002","73,33","72,56","73,59","72,51","","0,92%"
"01/07/2002","72,66","72,68","73,04","72,31","","-0,14%"
"28/06/2002","72,77","72,10","73,53","72,04","","0,87%"
"27/06/2002","72,14","72,17","72,91","71,74","","-0,13%"
"26/06/2002","72,23","71,28","72,89","71,02","","1,33%"
"25/06/2002","71,28","70,50","71,60","70,32","","1,24%"
"24/06/2002","70,41","71,03","72,52","69,84","","-1,11%"
"21/06/2002","71,20","69,43","71,38","69,19","","2,55%"
"20/06/2002","69,43","69,66","69,91","69,38","","-1,01%"
"19/06/2002","70,14","69,56","70,70","68,99","","0,82%"
"18/06/2002","69,57","69,86","69,89","69,26","","-0,36%"
"17/06/2002","69,82","69,62","70,19","69,49","","0,20%"
"14/06/2002","69,68","69,93","70,23","69,52","","-0,42%"
"13/06/2002","69,97","69,26","70,03","69,04","","0,96%"
"12/06/2002","69,31","69,92","69,99","69,07","","-0,90%"
"11/06/2002","69,94","69,86","70,44","69,21","","0,16%"
"10/06/2002","69,83","71,09","71,43","69,78","","-1,85%"
"07/06/2002","71,15","72,67","72,69","70,78","","-2,10%"
"06/06/2002","72,67","71,79","72,71","70,28","","1,65%"
"05/06/2002","71,49","69,45","72,24","69,04","","2,92%"
"04/06/2002","69,46","69,03","70,11","68,12","","0,62%"
"03/06/2002","69,04","69,87","69,95","68,61","","-1,30%"
"31/05/2002","69,94","71,59","71,64","69,67","","-2,32%"
"30/05/2002","71,61","71,08","71,94","70,78","","0,86%"
"29/05/2002","71,00","71,04","71,15","70,67","","-0,10%"
"28/05/2002","71,07","71,18","71,64","70,71","","-0,25%"
"27/05/2002","71,25","71,67","71,71","71,03","","-0,61%"
"24/05/2002","71,68","71,44","71,90","70,97","","0,32%"
"23/05/2002","71,45","72,85","72,89","71,30","","-2,00%"
"22/05/2002","72,91","72,62","72,98","71,27","","0,40%"
"21/05/2002","72,62","72,02","72,92","71,38","","0,88%"
"20/05/2002","71,99","72,04","72,15","71,12","","-0,08%"
"17/05/2002","72,05","71,34","72,32","70,83","","1,02%"
"16/05/2002","71,32","72,31","72,80","71,15","","-1,36%"
"15/05/2002","72,31","72,04","72,33","71,83","","0,35%"
"14/05/2002","72,06","72,53","72,79","71,89","","-0,61%"
"13/05/2002","72,50","72,65","72,94","72,44","","-0,26%"
"10/05/2002","72,69","72,28","72,76","71,90","","0,63%"
"09/05/2002","72,23","72,03","72,34","71,85","","0,33%"
"08/05/2002","71,99","72,47","72,73","71,94","","-0,78%"
"07/05/2002","72,56","72,93","73,17","72,29","","-0,57%"
"06/05/2002","72,98","72,79","73,11","72,71","","-0,30%"
"03/05/2002","73,20","72,92","73,27","72,69","","0,38%"
"02/05/2002","72,92","73,10","73,38","72,15","","-0,21%"
"01/05/2002","73,08","72,48","73,28","72,34","","0,80%"
"30/04/2002","72,50","72,72","73,47","72,35","","-0,30%"
"29/04/2002","72,72","72,12","72,97","72,12","","0,07%"
"26/04/2002","72,66","72,70","72,81","71,99","","-0,01%"
"25/04/2002","72,67","72,44","72,76","71,79","","1,16%"
"24/04/2002","71,84","72,30","72,43","71,23","","-0,61%"
"23/04/2002","72,28","71,76","72,54","70,80","","0,63%"
"22/04/2002","71,83","71,25","73,37","70,69","","0,28%"
"19/04/2002","71,63","72,12","72,26","70,91","","-0,68%"
"18/04/2002","72,12","72,07","72,38","71,46","","0,08%"
"17/04/2002","72,06","71,92","72,28","71,41","","0,19%"
"16/04/2002","71,92","70,95","72,11","70,72","","1,35%"
"15/04/2002","70,96","71,90","72,03","70,91","","-1,71%"
"12/04/2002","72,20","72,24","72,24","72,24","","-0,36%"
"11/04/2002","72,46","73,12","74,17","72,08","","-0,86%"
"10/04/2002","73,09","73,63","74,17","72,71","","-0,57%"
"09/04/2002","73,51","72,41","74,14","72,17","","1,44%"
"08/04/2002","72,46","72,27","72,72","71,87","","0,19%"
"05/04/2002","72,33","72,85","73,81","71,40","","-0,67%"
"04/04/2002","72,82","73,69","73,80","72,74","","-1,10%"
"03/04/2002","73,62","73,07","73,88","72,87","","0,77%"
"02/04/2002","73,06","72,96","73,72","72,73","","0,11%"
"01/04/2002","72,98","73,80","73,82","72,22","","-1,09%"
"29/03/2002","73,78","73,85","74,08","73,56","","-0,11%"
"28/03/2002","73,87","72,60","74,21","71,91","","1,78%"
"27/03/2002","72,57","71,78","72,81","70,98","","1,02%"
"26/03/2002","71,84","72,61","73,01","70,97","","-1,08%"
"25/03/2002","72,63","73,85","74,64","72,57","","-1,75%"
"22/03/2002","73,92","74,67","75,33","73,83","","-0,98%"
"21/03/2002","74,66","75,16","75,67","74,53","","-0,64%"
"20/03/2002","75,14","75,38","75,45","74,58","","-0,40%"
"19/03/2002","75,44","75,87","76,12","75,17","","-0,55%"
"18/03/2002","75,85","77,15","77,32","75,67","","-1,65%"
"15/03/2002","77,12","77,17","77,32","76,65","","0,03%"
"14/03/2002","77,10","76,92","77,71","75,81","","0,20%"
"13/03/2002","76,95","77,29","77,39","76,43","","-0,40%"
"12/03/2002","77,26","77,31","77,66","75,98","","-0,11%"
"11/03/2002","77,35","77,70","78,10","76,83","","-0,60%"
"08/03/2002","77,82","77,95","78,53","77,20","","-0,36%"
"07/03/2002","78,10","76,13","78,56","75,69","","2,58%"
"06/03/2002","76,13","75,46","76,82","74,60","","0,94%"
"05/03/2002","75,43","76,21","76,21","75,02","","-0,95%"
"04/03/2002","76,15","75,51","76,65","75,20","","0,75%"
"01/03/2002","75,58","75,92","76,12","74,93","","-0,58%"
"28/02/2002","76,02","76,25","76,53","75,89","","0,34%"
"27/02/2002","75,76","75,57","75,90","75,36","","0,35%"
"26/02/2002","75,50","75,60","75,68","74,81","","-0,66%"
"25/02/2002","76,00","75,95","76,35","75,65","","-0,08%"
"22/02/2002","76,06","76,00","76,36","75,52","","0,21%"
"21/02/2002","75,90","75,93","76,06","74,45","","-0,26%"
"20/02/2002","76,10","76,04","76,62","75,84","","0,02%"
"19/02/2002","76,08","77,06","77,12","75,62","","-1,29%"
"18/02/2002","77,08","77,06","77,37","76,91","","-0,13%"
"15/02/2002","77,18","77,25","77,30","77,21","","-0,22%"
"14/02/2002","77,35","76,30","77,44","76,06","","1,34%"
"13/02/2002","76,32","76,68","77,02","76,20","","-0,38%"
"12/02/2002","76,62","76,52","76,75","76,02","","0,19%"
"11/02/2002","76,47","75,85","76,51","75,13","","0,63%"
"08/02/2002","76,00","76,69","77,03","75,78","","-0,99%"
"07/02/2002","76,76","77,19","77,25","76,41","","-0,48%"
"06/02/2002","77,13","76,91","77,34","76,60","","0,29%"
"05/02/2002","76,90","77,84","78,12","76,69","","-1,28%"
"04/02/2002","77,90","77,66","78,09","77,23","","0,54%"
"01/02/2002","77,48","76,54","77,62","75,92","","1,25%"
"31/01/2002","76,52","77,61","78,88","76,20","","-1,41%"
"30/01/2002","77,61","77,10","77,94","76,73","","0,61%"
"29/01/2002","77,15","77,70","77,82","76,71","","-0,63%"
"28/01/2002","77,64","77,51","78,00","76,84","","0,09%"
"25/01/2002","77,57","76,80","77,74","76,68","","1,04%"
"24/01/2002","76,77","77,25","77,99","76,71","","-0,69%"
"23/01/2002","77,30","77,53","77,72","76,91","","-0,27%"
"22/01/2002","77,51","78,26","78,40","77,24","","-0,96%"
"21/01/2002","78,27","78,33","78,64","77,84","","-0,14%"
"18/01/2002","78,38","78,34","78,49","77,62","","0,06%"
"17/01/2002","78,33","78,59","78,94","77,92","","-0,44%"
"16/01/2002","78,68","79,17","79,23","78,54","","-0,44%"
"15/01/2002","79,03","78,76","79,30","78,35","","0,34%"
"14/01/2002","78,76","78,91","79,56","78,47","","-0,19%"
"11/01/2002","78,91","78,70","79,24","77,91","","0,07%"
"10/01/2002","78,85","78,73","78,92","78,71","","0,67%"
"09/01/2002","78,33","78,42","78,79","77,82","","-0,18%"
"08/01/2002","78,47","79,07","79,08","77,59","","-0,81%"
"07/01/2002","79,11","79,40","80,05","78,54","","-0,38%"
"04/01/2002","79,41","78,65","79,85","77,85","","0,99%"
"03/01/2002","78,64","78,73","78,83","78,52","","0,05%"
"02/01/2002","78,59","78,38","79,59","78,30","","0,01%"
"31/12/2001","78,59","78,83","79,21","78,57","","-1,39%"
"28/12/2001","79,69","78,94","79,84","78,04","","0,89%"
"27/12/2001","78,99","77,74","79,24","77,42","","1,59%"
"26/12/2001","77,75","77,71","78,04","77,57","","0,01%"
"25/12/2001","77,74","78,29","78,40","77,67","","-0,77%"
"24/12/2001","78,35","78,20","78,75","78,13","","0,16%"
"21/12/2001","78,23","78,57","79,25","78,07","","-0,51%"
"20/12/2001","78,63","78,60","79,03","77,93","","-0,04%"
"19/12/2001","78,66","79,35","79,35","78,48","","-0,89%"
"18/12/2001","79,37","79,88","79,89","78,73","","-0,55%"
"17/12/2001","79,81","80,02","80,11","79,52","","-0,17%"
"14/12/2001","79,95","80,00","80,47","78,85","","-0,04%"
"13/12/2001","79,98","79,31","80,01","78,64","","0,75%"
"12/12/2001","79,38","80,48","80,98","78,94","","-1,44%"
"11/12/2001","80,54","80,52","80,62","80,44","","-0,70%"
"10/12/2001","81,11","82,41","82,66","80,73","","-1,50%"
"07/12/2001","82,34","83,17","83,77","82,19","","-0,99%"
"06/12/2001","83,17","84,27","84,47","83,01","","-1,28%"
"05/12/2001","84,25","84,21","84,48","83,97","","0,06%"
"04/12/2001","84,19","84,01","84,63","83,82","","0,20%"
"03/12/2001","84,02","84,67","85,58","84,01","","-0,75%"
"30/11/2001","84,66","83,96","85,08","83,59","","0,81%"
"29/11/2001","83,98","84,36","84,78","83,83","","-0,43%"
"28/11/2001","84,33","84,03","85,36","83,74","","0,39%"
"27/11/2001","84,01","83,14","84,18","82,32","","1,00%"
"26/11/2001","83,17","84,25","84,48","82,99","","-1,32%"
"23/11/2001","84,29","84,89","85,27","84,16","","-0,70%"
"22/11/2001","84,88","84,64","85,59","84,45","","0,25%"
"21/11/2001","84,67","85,77","85,83","84,12","","-1,35%"
"20/11/2001","85,83","85,66","86,23","84,66","","0,21%"
"19/11/2001","85,64","86,55","86,61","85,46","","-0,94%"
"16/11/2001","86,46","86,79","86,98","86,18","","-0,39%"
"15/11/2001","86,80","87,43","87,73","86,47","","-0,89%"
"14/11/2001","87,58","87,47","87,67","87,44","","-0,10%"
"13/11/2001","87,67","86,98","89,46","86,93","","-1,19%"
"12/11/2001","88,72","88,38","89,32","88,28","","2,84%"
"09/11/2001","86,27","86,26","86,33","86,26","","-0,74%"
"08/11/2001","86,91","87,74","87,81","86,15","","-0,97%"
"07/11/2001","87,77","89,44","89,59","87,41","","-1,67%"
"06/11/2001","89,26","89,56","90,31","88,05","","-0,25%"
"05/11/2001","89,48","87,70","89,83","87,25","","2,27%"
"02/11/2001","87,50","86,09","87,82","86,08","","1,58%"
"01/11/2001","86,13","85,32","86,91","85,19","","0,93%"
"31/10/2001","85,34","85,05","85,96","84,85","","0,33%"
"30/10/2001","85,06","84,13","85,44","84,08","","1,15%"
"29/10/2001","84,09","83,50","84,18","83,42","","0,70%"
"26/10/2001","83,51","83,40","83,80","82,87","","0,11%"
"25/10/2001","83,41","83,25","83,66","82,95","","0,25%"
"24/10/2001","83,20","82,80","83,60","81,34","","0,42%"
"23/10/2001","82,86","82,48","82,94","82,03","","0,50%"
"22/10/2001","82,44","83,18","83,87","82,23","","-0,83%"
"19/10/2001","83,13","82,71","83,43","82,07","","0,50%"
"18/10/2001","82,72","82,52","83,26","82,32","","0,27%"
"17/10/2001","82,50","82,23","82,84","81,99","","0,33%"
"16/10/2001","82,23","82,14","83,04","81,33","","0,08%"
"15/10/2001","82,16","82,33","82,52","81,70","","0,00%"
"12/10/2001","82,16","81,71","83,46","81,56","","0,54%"
"11/10/2001","81,72","82,85","83,21","81,53","","-1,36%"
"10/10/2001","82,85","82,79","83,60","81,74","","0,14%"
"09/10/2001","82,73","84,09","85,21","82,54","","-2,07%"
"08/10/2001","84,48","82,34","87,29","81,39","","3,51%"
"05/10/2001","81,62","80,46","82,03","80,37","","1,39%"
"04/10/2001","80,50","81,98","82,06","80,30","","-1,43%"
"03/10/2001","81,67","81,67","81,74","81,59","","-0,86%"
"02/10/2001","82,38","82,85","83,29","82,39","","0,55%"
"01/10/2001","81,93","81,16","83,63","80,29","","1,06%"
"28/09/2001","81,08","80,54","81,68","79,96","","0,66%"
"27/09/2001","80,54","81,65","82,37","80,31","","-1,41%"
"26/09/2001","81,69","80,90","82,12","80,37","","1,07%"
"25/09/2001","80,82","80,37","81,26","79,90","","0,69%"
"24/09/2001","80,27","80,44","82,07","80,11","","-0,40%"
"21/09/2001","80,60","80,93","81,23","79,83","","-0,47%"
"20/09/2001","80,98","81,44","82,03","79,53","","-0,54%"
"19/09/2001","81,41","80,95","82,99","79,31","","0,84%"
"18/09/2001","80,73","81,12","81,21","80,72","","2,46%"
"17/09/2001","78,80","77,38","79,44","75,94","","1,66%"
"14/09/2001","77,51","76,46","77,82","76,06","","1,33%"
"13/09/2001","76,49","75,33","76,74","74,94","","1,49%"
"12/09/2001","75,37","75,82","76,29","74,12","","-1,06%"
"11/09/2001","76,17","74,87","76,63","73,85","","1,78%"
"10/09/2001","74,84","75,94","76,19","74,76","","-1,50%"
"07/09/2001","75,98","74,03","76,19","73,68","","2,78%"
"06/09/2001","73,92","74,63","75,35","73,94","","-0,91%"
"05/09/2001","74,60","73,56","75,25","73,21","","-0,74%"
"04/09/2001","75,15","75,56","76,86","74,28","","-0,53%"
"03/09/2001","75,55","74,29","76,10","72,74","","1,42%"
"31/08/2001","74,49","74,32","74,95","73,68","","-0,03%"
"30/08/2001","74,52","76,04","76,12","73,76","","-1,97%"
"29/08/2001","76,02","73,66","76,58","73,64","","1,66%"
"28/08/2001","74,78","72,64","74,84","71,85","","2,96%"
"27/08/2001","72,63","72,24","72,68","70,86","","0,40%"
"24/08/2001","72,33","72,53","72,89","71,08","","-0,29%"
"23/08/2001","72,54","71,30","72,71","70,10","","1,80%"
"22/08/2001","71,26","70,88","71,67","70,37","","-0,10%"
"21/08/2001","71,33","70,41","71,36","68,67","","1,34%"
"20/08/2001","70,38","72,42","72,90","70,10","","-2,97%"
"17/08/2001","72,53","72,51","72,65","71,10","","0,02%"
"16/08/2001","72,51","70,78","73,22","72,53","","-0,56%"
"15/08/2001","72,92","69,52","73,27","68,41","","4,88%"
"14/08/2001","69,53","69,36","69,88","66,96","","0,14%"
"13/08/2001","69,43","73,91","74,12","68,57","","-6,82%"
"10/08/2001","74,52","75,01","76,52","73,82","","0,04%"
"09/08/2001","74,49","74,13","74,74","73,86","","-1,17%"
"08/08/2001","75,37","75,64","76,87","74,24","","-0,21%"
