"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"02/04/2019","127,67","127,76","127,99","127,61","92,51K","-0,01%"
"01/04/2019","127,68","128,51","128,51","127,64","92,32K","-0,55%"
"29/03/2019","128,39","128,73","128,85","128,33","96,22K","-0,22%"
"28/03/2019","128,67","128,45","129,49","128,41","108,56K","0,23%"
"27/03/2019","128,38","128,08","128,78","128,04","114,29K","0,28%"
"26/03/2019","128,02","128,94","128,99","128,01","102,71K","-0,67%"
"25/03/2019","128,89","128,95","129,63","128,60","93,65K","0,07%"
"22/03/2019","128,80","127,60","129,08","127,50","109,62K","0,99%"
"21/03/2019","127,54","128,12","128,27","127,23","100,20K","-0,42%"
"20/03/2019","128,08","127,74","128,33","127,04","97,01K","0,31%"
"19/03/2019","127,69","127,77","128,04","127,64","86,49K","-0,05%"
"18/03/2019","127,75","127,93","127,96","127,48","70,17K","-0,09%"
"15/03/2019","127,87","127,72","128,24","127,49","93,30K","0,17%"
"14/03/2019","127,65","128,34","128,36","127,56","104,13K","-0,48%"
"13/03/2019","128,26","128,10","128,51","127,95","92,95K","0,18%"
"12/03/2019","128,03","128,50","128,54","127,77","99,95K","-0,31%"
"11/03/2019","128,43","128,77","129,23","128,26","86,35K","-0,19%"
"08/03/2019","128,67","126,73","129,18","126,64","87,87K","1,59%"
"07/03/2019","126,65","126,52","126,84","126,40","81,31K","0,16%"
"06/03/2019","126,45","126,20","126,70","126,16","88,70K","0,25%"
"05/03/2019","126,14","126,46","126,59","125,92","89,40K","-0,21%"
"04/03/2019","126,40","126,29","126,57","126,03","88,56K","0,27%"
"01/03/2019","126,06","126,26","126,54","125,93","100,15K","-0,12%"
"28/02/2019","126,21","126,40","127,23","126,14","96,13K","-0,10%"
"27/02/2019","126,34","126,52","127,24","126,30","90,75K","-0,10%"
"26/02/2019","126,47","126,21","126,71","125,80","86,73K","0,23%"
"25/02/2019","126,18","127,02","127,07","126,01","95,09K","-0,61%"
"22/02/2019","126,95","127,03","127,24","126,74","104,66K","-0,02%"
"21/02/2019","126,97","126,65","127,19","126,61","103,60K","0,30%"
"20/02/2019","126,59","127,47","127,59","126,59","94,05K","-0,64%"
"19/02/2019","127,41","127,53","127,85","127,23","92,53K","-0,06%"
"18/02/2019","127,49","128,06","128,12","127,39","72,79K","-0,40%"
"15/02/2019","128,00","127,54","128,42","127,45","107,09K","0,41%"
"14/02/2019","127,48","126,64","127,57","126,58","99,21K","0,70%"
"13/02/2019","126,60","127,33","127,40","126,57","87,42K","-0,55%"
"12/02/2019","127,30","127,21","127,69","126,91","93,30K","0,13%"
"11/02/2019","127,14","127,15","127,79","127,09","73,46K","-0,05%"
"08/02/2019","127,20","127,24","127,60","127,05","94,70K","0,00%"
"07/02/2019","127,20","126,60","127,49","126,51","111,48K","0,52%"
"06/02/2019","126,54","126,91","127,23","126,43","108,15K","-0,24%"
"05/02/2019","126,85","126,99","127,12","126,81","96,99K","-0,06%"
"04/02/2019","126,93","127,30","127,73","126,68","78,43K","-0,25%"
"01/02/2019","127,25","128,32","128,54","127,20","100,02K","-0,80%"
"31/01/2019","128,28","129,58","129,82","128,25","107,86K","-0,97%"
"30/01/2019","129,53","128,85","129,86","128,74","105,82K","0,58%"
"29/01/2019","128,78","128,67","129,11","128,62","97,08K","0,13%"
"28/01/2019","128,61","128,61","128,92","128,14","97,93K","0,09%"
"25/01/2019","128,50","129,19","129,35","128,09","97,74K","-0,49%"
"24/01/2019","129,13","129,40","129,55","128,87","99,77K","-0,15%"
"23/01/2019","129,32","129,97","130,03","128,91","101,30K","-0,45%"
"22/01/2019","129,90","129,70","130,25","129,53","99,16K","0,19%"
"21/01/2019","129,65","129,16","129,95","129,13","81,45K","0,46%"
"18/01/2019","129,06","129,78","130,03","128,99","110,57K","-0,53%"
"17/01/2019","129,75","129,45","130,64","129,41","109,31K","0,30%"
"16/01/2019","129,36","129,67","130,63","129,32","","-0,19%"
"15/01/2019","129,60","130,57","130,62","129,30","","-0,72%"
"14/01/2019","130,54","129,48","130,87","129,37","","0,94%"
"11/01/2019","129,33","129,62","130,07","129,33","19,02K","-0,19%"
"10/01/2019","129,58","130,57","130,88","129,51","","-0,72%"
"09/01/2019","130,52","130,08","130,82","129,55","","0,39%"
"08/01/2019","130,01","129,60","130,44","128,88","5,95K","0,36%"
"07/01/2019","129,54","131,47","131,70","129,49","6,33K","-1,44%"
"04/01/2019","131,43","133,82","134,03","131,41","109,69K","-1,76%"
"03/01/2019","133,78","132,70","137,65","132,66","9,22K","0,84%"
"02/01/2019","132,66","131,12","132,92","131,05","7,94K","1,27%"
"01/01/2019","131,00","131,24","131,24","130,97","4,98K","-0,13%"
"31/12/2018","131,17","131,85","132,03","130,50","","-0,61%"
"28/12/2018","131,97","131,20","132,20","131,10","","0,66%"
"27/12/2018","131,10","130,88","131,82","130,84","","0,22%"
"26/12/2018","130,81","131,95","132,37","130,81","","-0,83%"
"25/12/2018","131,91","131,78","132,32","131,76","","0,15%"
"24/12/2018","131,71","131,19","132,01","130,89","","0,70%"
"21/12/2018","130,80","130,03","131,21","129,96","","0,63%"
"20/12/2018","129,98","128,40","130,58","128,31","","1,29%"
"19/12/2018","128,32","128,86","129,25","127,39","","-0,37%"
"18/12/2018","128,80","129,17","129,38","128,60","","-0,24%"
"17/12/2018","129,11","128,70","129,35","128,47","","0,42%"
"14/12/2018","128,57","127,58","128,83","127,52","","0,84%"
"13/12/2018","127,50","128,86","128,95","127,49","","-1,02%"
"12/12/2018","128,82","128,76","129,03","128,32","","0,08%"
"11/12/2018","128,72","128,43","129,57","128,39","","0,29%"
"10/12/2018","128,35","128,39","129,38","128,38","","0,05%"
"07/12/2018","128,29","128,88","129,01","128,07","","-0,40%"
"06/12/2018","128,80","127,17","129,38","127,15","","1,32%"
"05/12/2018","127,12","126,72","127,76","126,54","","0,38%"
"04/12/2018","126,64","125,29","126,95","125,27","","1,13%"
"03/12/2018","125,22","126,04","126,04","125,23","","-0,62%"
"30/11/2018","126,00","126,74","126,88","125,74","","-0,56%"
"29/11/2018","126,71","127,79","127,98","126,44","","-0,82%"
"28/11/2018","127,76","127,55","128,06","127,39","","0,19%"
"27/11/2018","127,52","127,44","128,03","127,41","","0,11%"
"26/11/2018","127,38","128,73","128,84","127,36","","-1,00%"
"23/11/2018","128,67","129,07","129,10","128,47","","-0,27%"
"22/11/2018","129,02","129,17","129,28","128,87","","-0,08%"
"21/11/2018","129,12","129,38","129,90","129,05","","-0,15%"
"20/11/2018","129,32","129,63","129,92","129,29","","-0,19%"
"19/11/2018","129,56","129,50","129,80","128,98","","0,08%"
"16/11/2018","129,45","129,15","129,73","128,31","","0,26%"
"15/11/2018","129,12","130,14","130,32","128,99","","-0,75%"
"14/11/2018","130,10","130,13","130,51","129,31","","0,02%"
"13/11/2018","130,07","130,15","131,32","129,42","","-0,01%"
"12/11/2018","130,08","129,01","130,35","128,88","","0,88%"
"09/11/2018","128,95","127,47","129,23","127,45","","1,20%"
"08/11/2018","127,42","128,44","129,15","127,30","","-0,74%"
"07/11/2018","128,37","130,50","131,05","128,33","","-1,59%"
"06/11/2018","130,45","132,31","132,34","130,35","","-1,38%"
"05/11/2018","132,28","132,12","132,52","132,04","","0,19%"
"02/11/2018","132,03","134,21","134,40","131,94","","-1,60%"
"01/11/2018","134,18","134,60","134,95","133,87","","-0,28%"
"31/10/2018","134,56","134,56","134,78","134,07","","-0,01%"
"30/10/2018","134,58","135,44","135,54","134,60","","-0,59%"
"29/10/2018","135,38","135,97","136,20","135,21","","-0,42%"
"26/10/2018","135,95","135,14","136,63","135,05","","0,66%"
"25/10/2018","135,06","135,37","135,99","134,79","","-0,21%"
"24/10/2018","135,34","135,09","135,58","134,78","","0,22%"
"23/10/2018","135,04","134,59","135,69","134,56","","0,39%"
"22/10/2018","134,51","135,01","135,23","134,50","","-0,30%"
"19/10/2018","134,91","135,41","135,53","134,81","","-0,35%"
"18/10/2018","135,39","134,54","135,70","134,43","","0,68%"
"17/10/2018","134,48","135,41","135,45","134,49","","-0,65%"
"16/10/2018","135,36","136,07","136,14","135,31","","-0,45%"
"15/10/2018","135,97","135,64","136,39","135,44","","0,38%"
"12/10/2018","135,45","135,82","136,03","135,01","","-0,24%"
"11/10/2018","135,78","135,41","136,36","135,35","","0,31%"
"10/10/2018","135,36","134,82","135,45","134,20","","0,44%"
"09/10/2018","134,77","134,39","134,94","134,35","","0,31%"
"08/10/2018","134,36","133,50","134,89","133,30","","0,70%"
"05/10/2018","133,42","133,17","133,69","132,95","","0,23%"
"04/10/2018","133,11","131,62","133,51","131,60","","1,17%"
"03/10/2018","131,57","132,38","132,95","131,60","","-0,55%"
"02/10/2018","132,30","130,88","132,53","130,76","","1,12%"
"01/10/2018","130,83","131,07","131,11","130,67","","-0,16%"
"28/09/2018","131,04","131,57","131,75","131,04","","-0,36%"
"27/09/2018","131,51","132,20","132,50","131,45","","-0,49%"
"26/09/2018","132,16","132,06","132,54","131,73","","0,11%"
"25/09/2018","132,01","131,80","132,35","131,60","","0,23%"
"24/09/2018","131,71","131,64","132,29","131,59","","0,09%"
"21/09/2018","131,59","131,98","132,05","131,07","","-0,24%"
"20/09/2018","131,90","132,48","132,55","131,85","","-0,39%"
"19/09/2018","132,41","132,20","132,82","132,17","","0,20%"
"18/09/2018","132,14","133,01","133,45","132,16","","-0,59%"
"17/09/2018","132,93","132,24","133,32","132,04","","0,66%"
"14/09/2018","132,06","132,59","132,74","131,95","","-0,36%"
"13/09/2018","132,54","133,24","133,38","132,50","","-0,48%"
"12/09/2018","133,18","133,09","133,57","132,87","","0,12%"
"11/09/2018","133,02","133,70","133,78","133,07","","-0,46%"
"10/09/2018","133,63","133,55","134,13","133,41","","0,21%"
"07/09/2018","133,35","134,44","134,90","133,20","","-0,77%"
"06/09/2018","134,38","133,92","134,73","133,58","","0,40%"
"05/09/2018","133,85","134,00","134,10","133,63","","-0,07%"
"04/09/2018","133,94","133,39","134,39","133,31","","0,47%"
"03/09/2018","133,32","132,60","133,80","132,47","","0,57%"
"31/08/2018","132,56","132,37","133,10","132,24","","0,20%"
"30/08/2018","132,30","131,22","132,41","131,13","","0,86%"
"29/08/2018","131,17","131,51","131,88","131,04","","-0,21%"
"28/08/2018","131,44","131,61","131,79","131,17","","-0,09%"
"27/08/2018","131,56","131,62","131,78","131,19","","0,00%"
"24/08/2018","131,56","131,47","131,79","131,24","","0,13%"
"23/08/2018","131,39","131,89","132,15","131,43","","-0,33%"
"22/08/2018","131,82","132,19","132,51","131,81","","-0,23%"
"21/08/2018","132,12","132,55","132,91","131,89","","-0,28%"
"20/08/2018","132,49","132,20","132,62","131,70","","0,26%"
"17/08/2018","132,15","131,76","132,45","131,56","","0,36%"
"16/08/2018","131,68","131,84","132,28","131,45","","-0,07%"
"15/08/2018","131,77","131,18","132,23","130,83","","0,50%"
"14/08/2018","131,11","131,85","132,12","130,98","","-0,48%"
"13/08/2018","131,74","130,48","132,78","130,48","","1,02%"
"10/08/2018","130,41","129,72","131,00","129,62","","0,58%"
"09/08/2018","129,66","130,07","130,33","129,59","","-0,26%"
"08/08/2018","130,00","129,64","130,30","129,51","","0,32%"
"07/08/2018","129,58","129,89","130,26","129,53","","-0,20%"
"06/08/2018","129,84","130,32","130,39","129,74","","-0,28%"
"03/08/2018","130,21","129,64","130,46","129,47","","0,48%"
"02/08/2018","129,59","129,25","130,03","129,21","","0,32%"
"01/08/2018","129,18","128,90","129,64","128,76","","0,27%"
"31/07/2018","128,83","129,76","130,18","128,79","","-0,66%"
"30/07/2018","129,68","129,84","130,01","129,55","","-0,08%"
"27/07/2018","129,79","130,01","130,56","129,43","","-0,13%"
"26/07/2018","129,96","130,30","130,78","129,97","","-0,22%"
"25/07/2018","130,25","130,66","130,73","129,99","","-0,28%"
"24/07/2018","130,61","130,13","130,96","129,94","","0,42%"
"23/07/2018","130,07","129,86","130,63","129,79","","0,13%"
"20/07/2018","129,90","128,70","130,00","128,53","","0,97%"
"19/07/2018","128,65","127,65","129,16","127,57","","0,85%"
"18/07/2018","127,56","127,31","127,81","127,07","","0,25%"
"17/07/2018","127,24","128,02","128,09","127,24","","-0,55%"
"16/07/2018","127,95","127,99","128,19","127,80","","0,04%"
"13/07/2018","127,90","127,75","128,08","127,30","","0,16%"
"12/07/2018","127,69","128,42","128,80","127,68","","-0,52%"
"11/07/2018","128,36","129,38","129,81","128,24","","-0,73%"
"10/07/2018","129,31","129,23","129,45","128,89","","0,11%"
"09/07/2018","129,17","130,04","130,27","129,16","","-0,67%"
"06/07/2018","130,04","130,04","130,33","129,79","","0,05%"
"05/07/2018","129,97","129,92","130,76","129,74","","0,10%"
"04/07/2018","129,84","130,03","130,40","129,69","","-0,09%"
"03/07/2018","129,96","129,67","130,48","129,39","","0,26%"
"02/07/2018","129,62","129,45","130,18","128,37","","0,17%"
"29/06/2018","129,40","130,25","130,51","129,17","","-0,59%"
"28/06/2018","130,17","128,60","130,76","128,54","","1,28%"
"27/06/2018","128,53","128,82","129,26","128,31","","-0,17%"
"26/06/2018","128,75","128,95","129,65","128,63","","-0,10%"
"25/06/2018","128,88","128,11","129,43","127,95","","0,70%"
"22/06/2018","127,98","128,21","128,40","127,60","","-0,13%"
"21/06/2018","128,15","126,23","128,41","126,13","","1,56%"
"20/06/2018","126,18","126,56","126,81","126,12","","-0,26%"
"19/06/2018","126,51","126,01","127,17","125,97","","0,44%"
"18/06/2018","125,95","125,87","126,29","125,79","","0,12%"
"15/06/2018","125,80","125,92","126,20","125,59","","-0,05%"
"14/06/2018","125,86","126,25","126,75","125,83","","-0,25%"
"13/06/2018","126,18","126,21","126,35","125,67","","0,03%"
"12/06/2018","126,14","126,60","126,66","126,07","","-0,31%"
"11/06/2018","126,53","127,25","127,55","126,50","","-0,44%"
"08/06/2018","127,09","126,43","127,58","126,26","","0,57%"
"07/06/2018","126,37","125,73","126,69","125,67","","0,55%"
"06/06/2018","125,68","126,41","126,43","125,63","","-0,53%"
"05/06/2018","126,35","126,32","126,78","126,11","","0,07%"
"04/06/2018","126,26","126,89","126,96","126,27","","-0,41%"
"01/06/2018","126,78","127,70","127,81","126,61","","-0,67%"
"31/05/2018","127,63","128,46","128,89","127,46","","-0,61%"
"30/05/2018","128,41","128,63","129,44","128,25","","-0,12%"
"29/05/2018","128,56","127,86","129,41","127,79","","0,59%"
"28/05/2018","127,80","128,88","129,03","127,63","","-0,94%"
"25/05/2018","129,01","129,38","129,59","128,82","","-0,23%"
"24/05/2018","129,31","129,06","129,86","128,75","","0,24%"
"23/05/2018","129,00","127,48","129,69","127,45","","1,23%"
"22/05/2018","127,43","127,74","127,98","127,21","","-0,19%"
"21/05/2018","127,67","127,82","127,86","127,37","","-0,05%"
"18/05/2018","127,74","126,85","127,97","126,64","","0,75%"
"17/05/2018","126,79","127,66","127,83","126,75","","-0,64%"
"16/05/2018","127,61","127,21","128,09","127,16","","0,36%"
"15/05/2018","127,15","127,40","127,88","127,07","","-0,15%"
"14/05/2018","127,34","127,52","128,01","127,38","","-0,09%"
"11/05/2018","127,46","128,70","128,94","127,46","","-0,89%"
"10/05/2018","128,60","128,30","128,81","127,97","","0,27%"
"09/05/2018","128,25","128,76","128,92","128,15","","-0,34%"
"08/05/2018","128,69","128,33","129,10","128,26","","0,33%"
"07/05/2018","128,27","127,75","128,45","127,64","","0,46%"
"04/05/2018","127,68","127,64","128,31","127,56","","0,06%"
"03/05/2018","127,60","126,97","127,96","126,91","","0,56%"
"02/05/2018","126,89","126,64","127,29","126,56","","0,24%"
"01/05/2018","126,59","127,24","127,36","126,60","","-0,50%"
"30/04/2018","127,22","127,42","127,55","127,07","","-0,08%"
"27/04/2018","127,32","127,05","127,49","126,81","","0,24%"
"26/04/2018","127,01","127,22","127,50","126,91","","-0,13%"
"25/04/2018","127,17","127,63","127,74","127,17","","-0,32%"
"24/04/2018","127,58","127,83","127,95","127,17","","-0,14%"
"23/04/2018","127,76","128,93","128,97","127,76","","-0,85%"
"20/04/2018","128,85","128,35","129,10","128,11","","0,41%"
"19/04/2018","128,32","128,45","128,53","128,13","","-0,09%"
"18/04/2018","128,43","128,65","128,66","128,20","","-0,15%"
"17/04/2018","128,62","128,60","128,83","128,39","","0,05%"
"16/04/2018","128,55","128,08","128,70","127,78","","0,37%"
"13/04/2018","128,07","128,29","128,46","127,59","","-0,15%"
"12/04/2018","128,26","128,84","128,95","128,18","","-0,42%"
"11/04/2018","128,80","128,26","129,03","128,19","","0,45%"
"10/04/2018","128,22","128,92","129,12","128,01","","-0,50%"
"09/04/2018","128,86","128,82","129,12","128,39","","0,09%"
"06/04/2018","128,75","128,20","129,01","128,13","","0,45%"
"05/04/2018","128,17","128,93","129,01","128,07","","-0,55%"
"04/04/2018","128,88","129,11","129,90","128,83","","-0,15%"
"03/04/2018","129,08","129,89","130,14","129,05","","-0,60%"
"02/04/2018","129,86","129,55","130,18","129,20","","0,31%"
"30/03/2018","129,46","129,34","129,73","129,19","","0,15%"
"29/03/2018","129,27","128,80","129,55","128,70","","0,39%"
"28/03/2018","128,77","130,45","130,60","128,60","","-1,26%"
"27/03/2018","130,41","130,35","130,48","129,59","","0,09%"
"26/03/2018","130,29","131,60","131,82","130,25","","-0,95%"
"23/03/2018","131,54","130,64","131,76","130,53","","0,73%"
"22/03/2018","130,59","129,78","130,67","129,69","","0,66%"
"21/03/2018","129,73","129,07","129,99","129,04","","0,56%"
"20/03/2018","129,01","129,75","129,95","128,98","","-0,54%"
"19/03/2018","129,71","129,76","130,25","129,47","","0,02%"
"16/03/2018","129,68","129,27","130,22","129,21","","0,35%"
"15/03/2018","129,23","129,20","129,95","129,15","","0,05%"
"14/03/2018","129,17","129,02","129,52","128,70","","0,16%"
"13/03/2018","128,96","129,41","129,60","128,14","","-0,29%"
"12/03/2018","129,33","129,01","129,53","128,72","","0,28%"
"09/03/2018","128,97","129,76","129,86","128,73","","-0,59%"
"08/03/2018","129,74","129,78","130,09","129,61","","0,02%"
"07/03/2018","129,72","129,80","130,63","129,60","","-0,01%"
"06/03/2018","129,73","129,58","130,15","129,20","","0,15%"
"05/03/2018","129,54","130,16","130,67","129,55","","-0,39%"
"02/03/2018","130,05","129,42","130,72","129,16","","0,53%"
"01/03/2018","129,36","128,85","129,50","128,24","","0,43%"
"28/02/2018","128,80","127,41","129,00","127,17","","1,15%"
"27/02/2018","127,34","127,75","128,05","126,99","","-0,27%"
"26/02/2018","127,68","127,79","128,36","127,38","","-0,13%"
"23/02/2018","127,84","128,17","128,33","127,63","","-0,23%"
"22/02/2018","128,13","126,36","128,37","126,32","","1,42%"
"21/02/2018","126,34","126,84","126,93","125,92","","-0,35%"
"20/02/2018","126,78","127,21","127,32","126,77","","-0,31%"
"19/02/2018","127,17","127,51","127,76","127,06","","-0,26%"
"16/02/2018","127,50","127,75","128,47","127,43","","-0,18%"
"15/02/2018","127,73","127,36","128,07","126,91","","0,33%"
"14/02/2018","127,31","126,66","127,71","126,58","","0,54%"
"13/02/2018","126,63","125,70","127,17","125,41","","0,77%"
"12/02/2018","125,66","125,25","125,95","125,07","","0,35%"
"09/02/2018","125,22","125,11","126,14","124,68","","0,13%"
"08/02/2018","125,06","123,97","125,30","123,84","","0,90%"
"07/02/2018","123,94","123,70","124,52","123,50","","0,23%"
"06/02/2018","123,65","123,99","125,48","123,59","","-0,20%"
"05/02/2018","123,90","122,18","124,10","121,96","","1,46%"
"02/02/2018","122,12","122,73","122,81","121,75","","-0,46%"
"01/02/2018","122,69","122,62","122,94","122,33","","0,10%"
"31/01/2018","122,57","123,50","123,59","122,32","","-0,71%"
"30/01/2018","123,45","122,65","123,91","122,52","","0,67%"
"29/01/2018","122,63","122,45","123,03","122,27","","0,20%"
"26/01/2018","122,38","121,46","122,89","121,05","","0,78%"
"25/01/2018","121,43","121,90","122,48","121,13","","-0,34%"
"24/01/2018","121,85","120,80","122,19","120,74","","0,92%"
"23/01/2018","120,74","120,33","120,87","119,79","","0,35%"
"22/01/2018","120,32","120,32","120,62","120,00","","0,13%"
"19/01/2018","120,16","120,12","120,52","119,79","","0,07%"
"18/01/2018","120,08","120,03","120,57","119,84","","0,07%"
"17/01/2018","120,00","120,75","121,05","119,96","","-0,60%"
"16/01/2018","120,73","120,64","120,99","120,15","","0,11%"
"15/01/2018","120,60","120,23","120,88","120,10","","0,32%"
"12/01/2018","120,22","120,43","120,65","119,55","","-0,15%"
"11/01/2018","120,40","120,58","120,72","119,87","","-0,12%"
"10/01/2018","120,54","119,28","120,75","119,14","","1,09%"
"09/01/2018","119,24","118,72","119,60","118,61","","0,45%"
"08/01/2018","118,70","118,66","118,95","118,36","","0,09%"
"05/01/2018","118,59","119,06","119,09","118,39","","-0,37%"
"04/01/2018","119,03","119,80","119,84","118,93","","-0,59%"
"03/01/2018","119,74","120,38","120,52","119,68","","-0,50%"
"02/01/2018","120,34","120,43","120,64","120,07","","-0,05%"
"01/01/2018","120,40","120,43","120,45","120,39","","0,03%"
"29/12/2017","120,36","120,16","120,64","119,96","","0,20%"
"28/12/2017","120,12","119,62","120,38","119,62","","0,43%"
"27/12/2017","119,60","119,76","119,85","119,60","","-0,12%"
"26/12/2017","119,74","119,72","119,88","119,63","","0,05%"
"25/12/2017","119,68","119,68","119,79","119,63","","-0,02%"
"22/12/2017","119,70","119,64","119,74","119,49","","0,08%"
"21/12/2017","119,60","119,74","119,95","119,33","","-0,09%"
"20/12/2017","119,71","120,27","120,35","119,65","","-0,44%"
"19/12/2017","120,24","120,69","120,75","120,06","","-0,34%"
"18/12/2017","120,65","120,55","120,93","120,34","","0,06%"
"15/12/2017","120,58","120,81","121,20","120,42","","-0,16%"
"14/12/2017","120,77","120,72","121,17","120,28","","0,10%"
"13/12/2017","120,65","119,50","120,79","119,46","","0,99%"
"12/12/2017","119,47","119,33","119,69","119,28","","0,13%"
"11/12/2017","119,31","119,38","119,68","119,13","","-0,03%"
"08/12/2017","119,35","119,85","119,87","119,24","","-0,38%"
"07/12/2017","119,81","120,57","120,66","119,77","","-0,61%"
"06/12/2017","120,54","120,07","120,85","119,99","","0,42%"
"05/12/2017","120,04","120,34","120,34","119,78","","-0,22%"
"04/12/2017","120,30","120,22","120,38","119,60","","-0,27%"
"01/12/2017","120,62","120,20","121,41","119,82","","0,38%"
"30/11/2017","120,16","120,65","121,07","120,08","","-0,38%"
"29/11/2017","120,62","121,17","121,34","120,39","","-0,41%"
"28/11/2017","121,12","121,68","121,87","121,00","","-0,45%"
"27/11/2017","121,67","121,16","121,97","120,89","","0,55%"
"24/11/2017","121,01","121,50","121,53","120,96","","-0,37%"
"23/11/2017","121,46","121,62","121,79","121,32","","-0,11%"
"22/11/2017","121,59","120,35","121,70","120,29","","1,05%"
"21/11/2017","120,33","120,19","120,66","120,15","","0,15%"
"20/11/2017","120,15","120,68","120,91","120,07","","-0,41%"
"17/11/2017","120,65","119,80","120,85","119,68","","0,76%"
"16/11/2017","119,74","119,92","120,13","119,48","","-0,12%"
"15/11/2017","119,88","119,46","120,33","119,36","","0,39%"
"14/11/2017","119,41","119,27","119,63","118,91","","0,14%"
"13/11/2017","119,24","119,22","119,67","119,00","","0,06%"
"10/11/2017","119,17","119,10","119,53","119,02","","0,08%"
"09/11/2017","119,07","118,70","119,51","118,47","","0,33%"
"08/11/2017","118,68","118,54","119,21","118,49","","0,15%"
"07/11/2017","118,50","118,94","118,96","118,18","","-0,34%"
"06/11/2017","118,91","118,45","118,96","117,91","","0,53%"
"03/11/2017","118,28","118,77","118,93","117,95","","-0,40%"
"02/11/2017","118,76","118,94","119,35","118,64","","-0,09%"
"01/11/2017","118,87","119,35","119,52","118,83","","-0,37%"
"31/10/2017","119,31","120,01","120,24","119,25","","-0,56%"
"30/10/2017","119,98","119,72","120,19","119,37","","0,21%"
"27/10/2017","119,73","119,15","119,82","118,89","","0,51%"
"26/10/2017","119,12","119,37","119,73","119,05","","-0,18%"
"25/10/2017","119,33","118,79","119,65","118,73","","0,46%"
"24/10/2017","118,78","119,39","119,57","118,70","","-0,48%"
"23/10/2017","119,35","118,91","119,59","118,48","","0,24%"
"20/10/2017","119,06","120,17","120,20","119,03","","-0,88%"
"19/10/2017","120,12","119,68","120,41","119,51","","0,39%"
"18/10/2017","119,65","120,37","120,51","119,56","","-0,57%"
"17/10/2017","120,34","120,17","120,52","120,04","","0,17%"
"16/10/2017","120,14","120,54","120,82","120,07","","-0,41%"
"13/10/2017","120,64","120,27","120,87","120,22","","0,32%"
"12/10/2017","120,25","120,15","120,50","120,07","","0,11%"
"11/10/2017","120,12","120,17","120,61","120,02","","-0,02%"
"10/10/2017","120,14","119,96","120,66","119,62","","0,17%"
"09/10/2017","119,94","119,82","120,23","119,77","","0,07%"
"06/10/2017","119,86","119,29","119,93","119,04","","0,51%"
"05/10/2017","119,25","119,52","119,76","119,22","","-0,20%"
"04/10/2017","119,49","120,00","120,37","119,32","","-0,39%"
"03/10/2017","119,96","120,07","120,34","119,64","","-0,04%"
"02/10/2017","120,01","119,69","120,32","119,37","","0,24%"
"29/09/2017","119,72","120,30","120,38","119,37","","-0,43%"
"28/09/2017","120,24","119,11","120,41","118,96","","1,00%"
"27/09/2017","119,05","119,17","119,60","118,67","","-0,08%"
"26/09/2017","119,15","119,27","119,94","118,93","","-0,08%"
"25/09/2017","119,24","118,88","119,55","118,21","","0,34%"
"22/09/2017","118,84","118,09","119,42","118,00","","0,67%"
"21/09/2017","118,05","118,36","118,45","117,82","","-0,22%"
"20/09/2017","118,31","119,00","119,41","118,02","","-0,53%"
"19/09/2017","118,94","118,81","119,42","118,54","","0,16%"
"18/09/2017","118,75","119,41","119,41","118,69","","-0,56%"
"15/09/2017","119,42","120,19","120,94","118,92","","-0,62%"
"14/09/2017","120,17","119,50","120,38","119,32","","0,59%"
"13/09/2017","119,47","119,75","120,15","119,27","","-0,19%"
"12/09/2017","119,70","120,30","120,97","119,68","","-0,47%"
"11/09/2017","120,27","122,03","122,10","120,20","","-1,72%"
"08/09/2017","122,38","122,69","123,05","122,08","","-0,23%"
"07/09/2017","122,66","122,10","123,15","122,04","","0,48%"
"06/09/2017","122,07","122,58","122,98","121,92","","-0,39%"
"05/09/2017","122,55","121,59","122,79","121,48","","0,82%"
"04/09/2017","121,55","121,97","122,07","121,38","","0,47%"
"01/09/2017","120,98","121,32","121,79","120,83","","-0,26%"
"31/08/2017","121,30","121,03","121,43","120,56","","0,21%"
"30/08/2017","121,04","121,54","121,79","120,84","","-0,39%"
"29/08/2017","121,51","122,10","123,21","121,37","","-0,46%"
"28/08/2017","122,07","122,21","122,35","121,91","","0,04%"
"25/08/2017","122,02","121,82","122,32","121,48","","0,18%"
"24/08/2017","121,80","122,51","122,74","121,76","","-0,55%"
"23/08/2017","122,47","121,78","122,65","121,49","","0,59%"
"22/08/2017","121,75","122,51","122,63","121,69","","-0,59%"
"21/08/2017","122,47","122,19","122,90","122,10","","0,11%"
"18/08/2017","122,33","122,10","123,04","121,91","","0,20%"
"17/08/2017","122,08","121,41","122,25","121,21","","0,58%"
"16/08/2017","121,37","120,74","121,60","120,56","","0,56%"
"15/08/2017","120,70","121,76","121,81","120,53","","-0,84%"
"14/08/2017","121,72","122,50","122,53","121,56","","-0,47%"
"11/08/2017","122,30","122,10","122,84","122,07","","0,20%"
"10/08/2017","122,06","121,12","122,17","121,00","","0,81%"
"09/08/2017","121,08","120,70","121,71","120,60","","0,35%"
"08/08/2017","120,66","120,28","120,77","120,11","","0,34%"
"07/08/2017","120,25","120,37","120,39","120,09","","-0,02%"
"04/08/2017","120,28","121,09","121,32","119,91","","-0,65%"
"03/08/2017","121,07","120,35","121,30","120,22","","0,64%"
"02/08/2017","120,30","120,73","120,82","120,04","","-0,34%"
